Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
20127483,20-02-24 15:15,Hyderabad,Super,Snacks,PepsiCo,Omnichannel,Cash,3,25.5641174,31.13450205,93.40350615,76.69235221,16.71115393,0.178913561,398,28,5,33,nan,0
52169040,30-03-24 5:36,Kolkata,Express,Vegetables,ITC,Offline,Cash,3,19.20521397,26.84576948,80.53730845,57.61564192,22.92166653,0.284609294,149,76,10,51,M,1
81049182,01-03-24 1:40,Bengaluru,Hyper,Snacks,Amul,Offline,UPI,5,94.26431043,102.2220715,511.1103575,471.3215521,39.78880536,0.077847777,414,53,13,20,F,1
81727281,18-11-24 5:25,Bengaluru,Super,Fruits,Amul,Online,UPI,1,125.1709202,174.1505004,174.1505004,125.1709202,48.97958014,0.281248575,146,38,3,24,M,0
41226011,26-04-24 15:05,Pune,Hyper,Personal Care,ITC,Offline,Wallet,4,136.6935783,187.5010053,750.0040214,546.7743133,203.229708,0.270971491,431,65,11,,F,1
61128501,16-05-24 11:33,Pune,Express,Dairy,ITC,Online,Cash,5,109.864622,147.8327439,739.1637193,549.3231099,189.8406094,0.256831612,56,48,5,,F,0
26627712,26-01-24 22:17,Bengaluru,Hyper,Fruits,Britannia,Omnichannel,UPI,3,106.8424975,117.5306789,352.5920367,320.5274925,32.0645442,0.090939502,324,74,12,57,M,0
35253784,11-06-24 19:14,Pune,Express,Beverages,Britannia,Online,Cash,1,158.2610868,176.2689328,176.2689328,158.2610868,18.00784599,0.102161202,320,74,4,26,F,0
49677249,29-11-24 13:59,Delhi,Super,Home Care,Nestle,Omnichannel,Card,3,170.0619045,208.6387171,625.9161514,510.1857135,115.7304379,0.18489767,293,58,10,41,F,1
45084767,29-05-24 12:59,Pune,Hyper,Personal Care,PepsiCo,Offline,Wallet,2,81.66886284,101.0127699,202.0255398,163.3377257,38.6878141,0.19149962,300,31,3,,F,0
67874047,25-08-24 16:54,Delhi,Super,Snacks,Nestle,Offline,Card,5,89.46098694,106.4162118,532.0810592,447.3049347,84.7761245,0.159329341,443,68,13,,M,0
77083804,07-03-24 9:49,Ahmedabad,Express,Beverages,Britannia,Offline,Wallet,4,142.2325103,196.2030972,784.8123887,568.9300411,215.8823477,0.275075102,219,75,8,45,F,1
59809750,22-02-24 4:09,Hyderabad,Super,Fruits,ITC,Offline,Wallet,2,126.3821968,158.419035,316.8380701,252.7643936,64.07367649,0.202228465,267,45,3,24,F,1
12595971,24-09-24 1:03,Ahmedabad,Super,Beverages,HUL,Online,Cash,4,15.20900443,19.91947753,79.67791012,60.83601772,18.8418924,0.236475736,107,79,6,24,F,0
83718845,24-01-24 23:50,Ahmedabad,Hyper,Snacks,Amul,Offline,Card,3,59.03073844,65.83887358,197.5166207,177.0922153,20.4244054,0.103406009,455,76,14,62,F,0
50959037,12-06-24 16:30,Ahmedabad,Express,Grocery,Tata,Omnichannel,Cash,1,81.28768108,94.53049756,94.53049756,81.28768108,13.24281648,0.140090413,437,62,11,60,M,0
85898079,25-04-24 14:20,Delhi,Hyper,Personal Care,Parle,Online,Cash,3,119.5857813,166.0201759,498.0605277,358.7573438,139.3031838,0.279691275,423,27,5,,M,1
34640437,06-01-24 22:24,Hyderabad,Express,Vegetables,Nestle,Online,Wallet,1,152.2635997,209.0918599,209.0918599,152.2635997,56.82826023,0.271786096,153,63,14,50,M,0
65852920,12-07-24 21:22,Bengaluru,Super,Fruits,Tata,Online,UPI,1,30.97457266,37.60382789,37.60382789,30.97457266,6.629255227,0.176292032,117,51,9,54,O,0
32029051,17-12-24 20:46,Bengaluru,Hyper,Fruits,Tata,Omnichannel,Card,1,40.2190709,47.22367219,47.22367219,40.2190709,7.004601288,0.148328179,343,60,3,,nan,1
59653641,26-01-24 5:44,Pune,Super,Grocery,HUL,Offline,Card,2,47.71586332,51.17093798,102.341876,95.43172664,6.910149314,0.067520253,110,78,3,,M,1
85308818,24-10-24 18:06,Hyderabad,Super,Dairy,Tata,Omnichannel,Cash,5,20.1787509,21.48091978,107.4045989,100.8937545,6.510844384,0.060619791,65,49,5,,M,0
61005766,15-07-24 19:12,Ahmedabad,Hyper,Dairy,HUL,Omnichannel,UPI,1,136.1684857,156.4540947,156.4540947,136.1684857,20.28560904,0.129658537,263,29,6,20,F,0
99836324,21-09-24 2:23,Ahmedabad,Hyper,Vegetables,ITC,Offline,Wallet,2,101.151205,112.044925,224.08985,202.3024099,21.78744007,0.097226358,321,78,3,38,M,1
45379512,05-02-24 5:46,Hyderabad,Super,Fruits,PepsiCo,Offline,UPI,2,172.5197439,224.8705651,449.7411301,345.0394878,104.7016423,0.232804241,195,47,6,35,M,0
21413174,13-11-24 5:15,Delhi,Super,Snacks,ITC,Offline,UPI,5,141.4626917,172.0535586,860.267793,707.3134587,152.9543343,0.177798513,68,37,14,,M,1
52234308,05-01-24 4:00,Pune,Hyper,Beverages,Parle,Omnichannel,Wallet,2,66.9345012,89.24506986,178.4901397,133.8690024,44.62113732,0.24999217,349,28,8,39,M,1
84963794,26-11-24 23:38,Mumbai,Super,Home Care,HUL,Omnichannel,Cash,2,36.9138154,45.35044925,90.70089851,73.8276308,16.87326771,0.18603198,90,23,10,33,F,0
57404089,28-08-24 2:23,Pune,Hyper,Vegetables,Amul,Online,Wallet,2,89.93039281,103.9436114,207.8872227,179.8607856,28.02643711,0.134815583,154,32,13,50,M,0
65022154,03-05-24 4:24,Hyderabad,Super,Vegetables,ITC,Online,Card,3,194.0321125,232.4184832,697.2554495,582.0963374,115.1591121,0.165160577,304,54,14,34,F,0
82078402,03-01-24 14:12,Delhi,Express,Snacks,Britannia,Offline,Cash,2,63.64030143,72.4589062,144.9178124,127.2806029,17.63720955,0.121704912,257,69,13,54,M,1
33641487,11-08-24 0:00,Chennai,Super,Beverages,ITC,Offline,Cash,2,77.67387945,84.11924025,168.2384805,155.3477589,12.8907216,0.076621719,426,28,5,,F,0
77127910,01-02-24 21:55,Delhi,Express,Vegetables,Nestle,Omnichannel,UPI,3,149.3254597,200.9665391,602.8996173,447.9763791,154.9232382,0.25696357,211,69,6,47,M,0
95845113,10-08-24 5:09,Bengaluru,Express,Personal Care,Parle,Omnichannel,Card,1,99.61858668,133.1079328,133.1079328,99.61858668,33.4893461,0.251595419,181,26,7,45,F,0
27602308,09-10-24 4:46,Bengaluru,Express,Beverages,Britannia,Online,Wallet,5,140.3570152,161.0751453,805.3757266,701.7850759,103.5906507,0.128624004,421,25,7,,F,0
26660309,07-04-24 13:32,Bengaluru,Hyper,Grocery,Britannia,Omnichannel,Cash,2,27.31434878,38.13551156,76.27102312,54.62869756,21.64232556,0.283755543,55,76,14,40,F,0
98004437,28-03-24 3:12,Ahmedabad,Express,Vegetables,Parle,Offline,UPI,2,15.66035608,18.08600164,36.17200328,31.32071217,4.851291107,0.134117291,337,60,10,48,F,0
97462799,22-03-24 0:18,Delhi,Super,Grocery,HUL,Online,Cash,5,95.15333787,105.4452851,527.2264255,475.7666893,51.45973621,0.097604622,321,46,5,,M,0
96881263,23-03-24 1:35,Ahmedabad,Super,Grocery,ITC,Omnichannel,Wallet,3,173.2718756,206.0572867,618.17186,519.8156267,98.35623332,0.159108235,369,46,4,,nan,0
87163191,11-02-24 13:49,Hyderabad,Express,Grocery,PepsiCo,Online,Wallet,3,42.90794951,61.36353052,184.0905916,128.7238485,55.36674302,0.300758135,197,79,8,40,F,0
35129908,01-04-24 3:23,Kolkata,Express,Vegetables,Nestle,Omnichannel,Card,2,78.40574572,106.2004202,212.4008405,156.8114914,55.58934902,0.261719063,245,70,14,39,F,1
60476062,28-08-24 15:36,Pune,Express,Snacks,Nestle,Online,Cash,2,21.86590622,29.59878478,59.19756957,43.73181244,15.46575713,0.261256623,67,77,5,,F,1
99896737,20-04-24 10:03,Ahmedabad,Express,Personal Care,ITC,Online,UPI,1,65.09148837,69.67328226,69.67328226,65.09148837,4.581793887,0.065761132,79,27,11,41,F,1
73232389,12-10-24 0:51,Delhi,Super,Dairy,PepsiCo,Omnichannel,Wallet,2,112.4515966,161.7714103,323.5428206,224.9031932,98.63962744,0.304873486,307,69,3,,nan,0
57259687,26-10-24 0:59,Bengaluru,Hyper,Personal Care,Britannia,Omnichannel,UPI,1,97.39597503,133.7508476,133.7508476,97.39597503,36.3548726,0.271810409,479,24,3,31,F,0
64725181,04-10-24 17:57,Kolkata,Super,Home Care,Britannia,Omnichannel,Cash,3,151.4630592,206.900692,620.702076,454.3891776,166.3128984,0.267943197,273,32,8,54,M,1
30406213,15-07-24 22:17,Kolkata,Super,Home Care,HUL,Online,Wallet,2,40.2513461,54.26464251,108.529285,80.5026922,28.02659283,0.25823991,100,36,8,53,F,0
41600719,25-04-24 10:34,Delhi,Hyper,Home Care,ITC,Online,UPI,5,104.4588551,126.2093653,631.0468265,522.2942757,108.7525508,0.172336737,397,39,8,,F,0
74844797,05-12-24 9:53,Pune,Hyper,Snacks,HUL,Online,Card,5,67.57041535,92.66868474,463.3434237,337.8520767,125.491347,0.270838735,134,71,3,,F,0
96749099,15-03-24 22:04,Mumbai,Express,Dairy,HUL,Offline,Wallet,3,171.8416811,188.0142904,564.0428713,515.5250432,48.51782815,0.08601798,344,21,6,,F,0
14316020,18-06-24 13:06,Delhi,Express,Personal Care,PepsiCo,Online,Wallet,5,185.3760817,215.4110575,1077.055288,926.8804083,150.1748794,0.139430985,233,39,14,57,O,1
47311200,14-06-24 13:40,Mumbai,Super,Fruits,Nestle,Offline,Wallet,3,41.41788884,58.74430881,176.2329264,124.2536665,51.97925993,0.294946359,422,22,11,57,M,1
71887209,29-09-24 3:22,Chennai,Hyper,Vegetables,Amul,Online,Card,5,154.5270607,204.7711541,1023.855771,772.6353036,251.220467,0.245367047,414,76,6,29,M,0
51831959,18-07-24 14:05,Kolkata,Express,Home Care,PepsiCo,Omnichannel,Card,2,101.7290265,110.7753349,221.5506697,203.458053,18.09261667,0.081663561,222,55,4,29,F,0
85150289,18-10-24 19:45,Ahmedabad,Express,Personal Care,ITC,Offline,Wallet,3,135.2747644,177.6634168,532.9902505,405.8242932,127.1659573,0.23858965,142,54,5,41,F,1
68112346,01-12-24 11:13,Pune,Hyper,Snacks,Amul,Omnichannel,Wallet,3,107.3719844,133.3941355,400.1824064,322.1159533,78.06645312,0.195077174,221,59,14,45,M,0
41549214,22-05-24 13:53,Bengaluru,Super,Grocery,Britannia,Offline,Card,1,124.3687841,134.248302,134.248302,124.3687841,9.879517965,0.073591381,196,36,14,22,F,0
78841451,15-11-24 7:27,Bengaluru,Hyper,Grocery,HUL,Online,Card,4,127.7197359,139.9263941,559.7055762,510.8789435,48.82663276,0.087236281,64,25,10,,F,0
40116278,02-03-24 22:25,Mumbai,Hyper,Vegetables,Britannia,Online,Card,3,51.33805583,57.06899785,171.2069936,154.0141675,17.19282607,0.100421284,422,28,9,46,M,1
47155732,30-11-24 8:41,Hyderabad,Super,Beverages,HUL,Offline,Cash,5,103.1731074,148.2843981,741.4219903,515.865537,225.5564532,0.304221423,148,49,6,,M,0
34518080,05-03-24 23:11,Mumbai,Super,Home Care,HUL,Online,Cash,4,160.3018429,178.6619199,714.6476795,641.2073715,73.44030796,0.102764355,454,29,11,43,F,0
99878181,06-11-24 8:18,Chennai,Express,Snacks,Tata,Online,Cash,2,60.80756447,64.11074632,128.2214926,121.6151289,6.606363694,0.05152306,373,76,7,,M,0
46674529,22-05-24 10:34,Chennai,Express,Fruits,Britannia,Online,Wallet,3,173.9629833,251.7395805,755.2187416,521.88895,233.3297917,0.30895657,457,48,7,,F,0
95840917,18-12-24 1:44,Kolkata,Super,Fruits,Parle,Omnichannel,Cash,4,78.87346952,89.71895591,358.8758237,315.4938781,43.38194559,0.120882887,322,70,13,56,M,1
61609456,17-02-24 3:44,Ahmedabad,Express,Personal Care,ITC,Offline,UPI,5,20.15030523,23.59497064,117.9748532,100.7515261,17.22332709,0.145991511,73,54,13,20,nan,0
21283393,18-06-24 21:47,Delhi,Super,Fruits,HUL,Online,Cash,5,132.727759,189.6696224,948.3481122,663.6387949,284.7093173,0.300216043,91,54,10,,F,0
78585322,25-11-24 4:29,Bengaluru,Hyper,Personal Care,Britannia,Omnichannel,Cash,4,61.31663976,73.75419142,295.0167657,245.2665591,49.75020663,0.168635184,195,20,11,,F,0
27576131,18-01-24 7:52,Delhi,Super,Vegetables,Amul,Offline,UPI,3,167.5877678,235.2353214,705.7059642,502.7633035,202.9426607,0.287573963,242,49,12,47,F,0
89795479,06-04-24 17:32,Kolkata,Super,Grocery,ITC,Omnichannel,UPI,1,21.9716738,28.40400607,28.40400607,21.9716738,6.432332271,0.226458629,198,67,6,55,O,0
96830245,31-01-24 12:00,Hyderabad,Hyper,Vegetables,Britannia,Omnichannel,Wallet,4,14.14755198,15.29777631,61.19110524,56.5902079,4.600897344,0.075188989,94,28,3,20,F,0
59370329,27-04-24 6:21,Mumbai,Hyper,Home Care,PepsiCo,Omnichannel,Cash,5,51.32158177,72.70229507,363.5114753,256.6079089,106.9035665,0.294085809,379,48,12,29,F,1
45878336,22-05-24 10:49,Bengaluru,Hyper,Fruits,PepsiCo,Omnichannel,UPI,1,156.4540094,218.6440165,218.6440165,156.4540094,62.19000714,0.284434983,109,34,9,,M,1
52749018,13-08-24 21:29,Mumbai,Hyper,Home Care,Tata,Offline,Wallet,5,123.049859,172.631505,863.1575249,615.2492952,247.9082297,0.287210877,232,66,13,32,nan,0
79791430,04-04-24 1:20,Hyderabad,Express,Grocery,HUL,Offline,Wallet,3,24.8071333,33.83395886,101.5018766,74.4213999,27.08047667,0.266797793,452,57,10,61,O,1
43721509,27-02-24 22:04,Pune,Hyper,Personal Care,Tata,Omnichannel,Cash,3,94.13204627,127.5810475,382.7431425,282.3961388,100.3470037,0.26217845,186,67,7,63,nan,0
14543070,03-03-24 0:40,Chennai,Super,Beverages,Amul,Offline,Cash,2,62.86795934,72.12349603,144.2469921,125.7359187,18.51107338,0.128329008,266,42,9,,nan,0
63581325,08-12-24 12:26,Bengaluru,Hyper,Grocery,Nestle,Omnichannel,Card,3,130.6866035,177.2362469,531.7087408,392.0598105,139.6489303,0.26264178,236,77,8,,F,0
76558133,13-12-24 22:04,Hyderabad,Hyper,Home Care,Amul,Online,Card,2,135.2549846,151.6163693,303.2327386,270.5099692,32.7227694,0.107913049,478,68,11,,M,0
23038055,21-03-24 19:30,Mumbai,Super,Grocery,Nestle,Offline,UPI,5,26.50591356,33.24735083,166.2367542,132.5295678,33.70718634,0.202766148,411,51,7,24,M,0
42358291,12-03-24 7:52,Hyderabad,Super,Fruits,Parle,Omnichannel,Cash,1,143.5589758,179.0398379,179.0398379,143.5589758,35.48086203,0.198173001,119,32,4,21,F,0
52026017,20-01-24 18:45,Pune,Super,Beverages,Nestle,Online,Cash,5,134.2240805,188.0900079,940.4500396,671.1204027,269.3296368,0.28638378,470,65,5,,F,1
65179349,16-12-24 4:10,Kolkata,Express,Fruits,Britannia,Omnichannel,Cash,4,142.6538848,206.2074356,824.8297423,570.6155393,254.214203,0.308202032,170,46,11,,F,1
55791016,14-09-24 17:53,Hyderabad,Express,Beverages,Amul,Online,Cash,5,168.6363345,216.9536099,1084.76805,843.1816724,241.5863773,0.222707866,479,23,13,58,F,0
77942779,04-10-24 16:57,Kolkata,Hyper,Vegetables,Nestle,Omnichannel,Cash,4,142.8197662,206.2027601,824.8110404,571.279065,253.5319754,0.307381889,203,75,8,,F,0
66636349,16-04-24 1:25,Kolkata,Super,Vegetables,Tata,Omnichannel,Card,1,61.74840615,79.15349875,79.15349875,61.74840615,17.4050926,0.219890376,406,38,4,26,F,0
74221482,21-08-24 22:41,Hyderabad,Super,Dairy,Amul,Omnichannel,Card,4,162.3065262,171.1214789,684.4859157,649.2261047,35.25981094,0.051512836,469,69,8,,F,1
16166812,22-01-24 19:55,Bengaluru,Hyper,Home Care,ITC,Offline,Card,5,165.9431464,206.9329422,1034.664711,829.7157321,204.9489789,0.198082506,306,22,8,,M,0
92754173,03-09-24 17:56,Ahmedabad,Hyper,Home Care,Britannia,Offline,UPI,2,43.80219472,58.75724741,117.5144948,87.60438945,29.91010537,0.25452269,148,69,7,20,M,0
48671207,30-07-24 13:48,Kolkata,Super,Grocery,Amul,Offline,Wallet,5,176.7390848,232.6701678,1163.350839,883.6954241,279.655415,0.240387857,201,27,7,23,M,0
48121901,30-04-24 23:43,Chennai,Super,Vegetables,Nestle,Offline,Wallet,4,123.792754,145.9927771,583.9711086,495.1710159,88.80009271,0.152062476,51,25,10,,F,0
78559230,16-09-24 7:43,Mumbai,Super,Dairy,Nestle,Online,Card,1,171.6902527,222.9662092,222.9662092,171.6902527,51.27595654,0.229971872,287,79,12,30,M,0
47388967,23-08-24 22:42,Pune,Express,Fruits,Parle,Omnichannel,Card,3,25.27393083,34.82121448,104.4636434,75.8217925,28.64185093,0.274180088,205,26,13,59,M,0
80563711,09-06-24 5:38,Kolkata,Super,Grocery,ITC,Online,Wallet,2,148.6366395,170.168407,340.336814,297.273279,43.06353496,0.126532109,480,54,10,,F,0
84234171,09-03-24 3:25,Delhi,Super,Home Care,Nestle,Omnichannel,Wallet,3,63.9742414,77.12378934,231.371368,191.9227242,39.44864382,0.170499246,267,78,3,,F,0
58888679,09-01-24 14:26,Bengaluru,Hyper,Home Care,PepsiCo,Online,UPI,4,50.66188578,71.8443048,287.3772192,202.6475431,84.72967609,0.294837831,157,53,5,,M,0
60907203,08-12-24 6:18,Mumbai,Hyper,Home Care,Tata,Omnichannel,Cash,2,159.6542332,230.0879957,460.1759913,319.3084664,140.867525,0.306116633,352,32,5,55,M,0
88470006,12-04-24 16:42,Delhi,Hyper,Vegetables,HUL,Online,UPI,2,188.7321246,215.5228745,431.045749,377.4642493,53.5814998,0.12430583,118,44,8,42,M,0
77242596,20-04-24 3:42,Hyderabad,Express,Beverages,PepsiCo,Offline,Cash,4,22.41276264,29.2908009,117.1632036,89.65105054,27.51215304,0.234819058,137,50,7,,F,0
77929047,05-09-24 14:08,Pune,Hyper,Snacks,PepsiCo,Omnichannel,UPI,3,143.3094382,194.8661743,584.5985229,429.9283145,154.6702084,0.264575093,415,63,9,47,M,0
72938440,03-04-24 3:26,Bengaluru,Express,Dairy,Nestle,Offline,UPI,3,119.8992276,145.2045054,435.6135163,359.6976828,75.91583357,0.174273366,492,37,10,,nan,0
81756484,17-05-24 3:36,Mumbai,Express,Snacks,Britannia,Online,UPI,5,81.55438729,95.64906656,478.2453328,407.7719364,70.47339636,0.147358252,330,53,11,36,M,1
79274804,16-09-24 13:47,Hyderabad,Express,Personal Care,Nestle,Omnichannel,Cash,5,140.2808909,147.358343,736.7917148,701.4044546,35.38726017,0.048028852,135,34,14,25,F,0
81367189,05-08-24 7:30,Ahmedabad,Super,Personal Care,Tata,Omnichannel,Cash,1,88.3885831,121.2342186,121.2342186,88.3885831,32.84563549,0.270927102,398,34,13,39,F,0
46509225,27-08-24 14:30,Delhi,Express,Snacks,Britannia,Offline,Card,2,117.3044086,153.5533623,307.1067246,234.6088173,72.49790737,0.23606747,402,58,5,,F,0
75573704,02-01-24 16:54,Ahmedabad,Super,Grocery,Tata,Omnichannel,Cash,5,142.634115,155.22851,776.1425499,713.170575,62.97197492,0.081134548,430,20,6,51,M,0
56410872,13-06-24 17:23,Kolkata,Super,Vegetables,Parle,Offline,Card,5,159.2787795,215.3514156,1076.757078,796.3938977,280.3631802,0.260377374,284,47,11,44,M,0
87061378,22-06-24 11:21,Chennai,Super,Vegetables,ITC,Offline,Cash,1,187.6197033,207.6771058,207.6771058,187.6197033,20.05740244,0.096579747,271,77,6,64,F,0
54413762,18-08-24 20:14,Ahmedabad,Express,Vegetables,Britannia,Offline,Cash,1,174.452544,185.0835071,185.0835071,174.452544,10.63096316,0.057438738,221,25,8,46,F,1
18719023,25-02-24 6:46,Ahmedabad,Hyper,Snacks,Parle,Offline,Card,5,42.43789657,60.87026885,304.3513442,212.1894828,92.1618614,0.302814044,80,31,8,61,M,0
83337141,28-02-24 5:09,Bengaluru,Express,Personal Care,Tata,Omnichannel,UPI,3,76.61075902,80.90446959,242.7134088,229.832277,12.88113172,0.053071364,234,66,9,45,F,0
55338177,05-10-24 6:54,Chennai,Express,Grocery,PepsiCo,Offline,UPI,4,157.789939,172.2216091,688.8864365,631.1597559,57.72668061,0.083797093,207,56,4,20,F,0
13737117,02-09-24 18:22,Ahmedabad,Express,Grocery,Britannia,Online,Card,3,170.1641526,238.9113229,716.7339687,510.4924577,206.241511,0.28775183,479,45,7,61,F,1
84289457,23-10-24 1:58,Kolkata,Express,Snacks,HUL,Online,Wallet,5,53.21219736,75.52844987,377.6422494,266.0609868,111.5812626,0.295468165,150,46,12,28,F,0
14535927,08-04-24 18:33,Chennai,Hyper,Dairy,Tata,Omnichannel,UPI,3,10.45969988,13.07310673,39.21932019,31.37909965,7.84022054,0.199907099,445,53,7,,M,0
19837558,30-12-24 3:01,Chennai,Hyper,Snacks,Parle,Online,Wallet,3,107.146909,121.5398868,364.6196605,321.4407271,43.17893337,0.118421846,122,38,7,,M,0
73935552,09-04-24 14:02,Pune,Express,Personal Care,Amul,Offline,Card,3,150.4143241,171.6809711,515.0429134,451.2429724,63.79994092,0.123873058,426,24,7,51,F,0
23967574,25-08-24 14:26,Kolkata,Super,Snacks,ITC,Omnichannel,Card,1,41.06398692,48.97680551,48.97680551,41.06398692,7.912818589,0.16156257,200,49,4,60,F,1
34243038,29-02-24 4:41,Bengaluru,Hyper,Grocery,PepsiCo,Online,UPI,2,145.6089609,158.0062668,316.0125335,291.2179219,24.79461162,0.078460849,381,67,9,40,M,0
46144869,01-12-24 6:05,Delhi,Express,Snacks,HUL,Online,Cash,4,56.74287841,70.35297601,281.4119041,226.9715137,54.44039039,0.193454469,365,66,14,55,F,1
97699859,01-05-24 7:37,Kolkata,Express,Grocery,Amul,Online,Cash,3,130.5793725,147.5008674,442.5026021,391.7381175,50.7644846,0.114721324,431,77,8,42,F,1
60765161,19-10-24 21:43,Mumbai,Super,Snacks,Nestle,Omnichannel,Card,5,108.5923185,155.5071576,777.535788,542.9615923,234.5741957,0.301689259,478,54,11,,F,0
97394433,30-04-24 21:45,Kolkata,Super,Vegetables,Tata,Omnichannel,Wallet,3,145.3980662,166.3529623,499.058887,436.1941987,62.86468829,0.125966474,53,65,10,,nan,0
75151578,15-10-24 15:50,Bengaluru,Super,Fruits,HUL,Omnichannel,Wallet,3,45.94065444,65.62931388,196.8879416,137.8219633,59.0659783,0.299997947,365,36,7,50,O,0
35946957,14-06-24 18:36,Pune,Super,Home Care,Tata,Omnichannel,Cash,5,38.12241482,49.11974607,245.5987303,190.6120741,54.98665621,0.223888194,467,20,9,50,F,0
60474462,23-01-24 19:25,Delhi,Hyper,Grocery,PepsiCo,Online,UPI,3,55.36220179,64.27352784,192.8205835,166.0866054,26.73397816,0.13864691,97,47,5,54,M,0
40173224,10-03-24 12:04,Delhi,Express,Fruits,Britannia,Omnichannel,Wallet,4,103.8126871,147.6805219,590.7220876,415.2507485,175.4713391,0.297045502,140,50,8,60,M,1
29496801,06-09-24 10:56,Chennai,Express,Home Care,Nestle,Online,UPI,1,122.3556004,167.1383062,167.1383062,122.3556004,44.78270574,0.267938014,427,79,8,22,F,0
58034530,11-03-24 10:44,Kolkata,Express,Fruits,Tata,Offline,Cash,1,27.85341951,30.95223637,30.95223637,27.85341951,3.098816853,0.100116089,331,31,10,47,F,0
86310723,10-04-24 11:47,Kolkata,Super,Vegetables,Parle,Online,UPI,4,116.4998921,129.4781438,517.9125752,465.9995683,51.91300687,0.100235077,487,76,13,,nan,0
81048888,16-07-24 17:38,Mumbai,Express,Vegetables,Britannia,Offline,UPI,1,166.8694309,221.9007806,221.9007806,166.8694309,55.03134962,0.247999802,263,57,8,59,M,1
33848362,02-04-24 8:42,Hyderabad,Super,Vegetables,Amul,Offline,Cash,4,44.48101034,59.67705051,238.708202,177.9240413,60.78416069,0.254637923,257,48,9,,M,1
33281716,17-02-24 0:58,Pune,Express,Home Care,ITC,Offline,Wallet,4,18.70044138,25.2229834,100.8919336,74.80176552,26.09016808,0.258595183,52,75,3,,F,0
87222132,15-08-24 20:51,Bengaluru,Super,Grocery,ITC,Omnichannel,Card,3,11.01392298,14.31353817,42.9406145,33.04176894,9.898845556,0.230524078,306,50,12,,M,1
66889856,08-09-24 10:44,Mumbai,Hyper,Snacks,PepsiCo,Offline,Wallet,1,127.5916176,158.56841,158.56841,127.5916176,30.97679233,0.19535286,288,46,12,62,M,0
54556443,24-09-24 13:30,Delhi,Super,Fruits,Parle,Omnichannel,Card,3,196.6235948,252.7264374,758.1793123,589.8707843,168.308528,0.221990399,84,34,11,47,F,1
84065624,10-12-24 12:59,Kolkata,Hyper,Snacks,HUL,Omnichannel,UPI,5,49.17178601,59.08833423,295.4416711,245.8589301,49.58274108,0.167825821,443,54,4,24,F,1
13642896,15-02-24 10:34,Chennai,Express,Vegetables,PepsiCo,Online,Wallet,3,75.99535539,108.4996172,325.4988517,227.9860662,97.51278549,0.299579507,317,56,3,,F,1
77792361,04-06-24 18:44,Bengaluru,Express,Snacks,ITC,Offline,Wallet,2,135.3604965,152.4075988,304.8151975,270.7209931,34.09420445,0.111852049,350,33,5,,F,0
53159567,26-03-24 9:48,Hyderabad,Express,Dairy,ITC,Omnichannel,Cash,3,176.8474707,231.4059694,694.2179083,530.5424122,163.6754961,0.235769625,427,28,5,,F,0
53705743,24-11-24 21:41,Bengaluru,Hyper,Home Care,PepsiCo,Omnichannel,UPI,3,110.3505427,154.944073,464.8322189,331.0516281,133.7805908,0.287804041,180,30,7,35,M,0
68865075,16-07-24 0:35,Bengaluru,Hyper,Vegetables,ITC,Online,Card,1,197.735091,214.2019293,214.2019293,197.735091,16.46683837,0.076875304,66,42,10,,F,0
30255186,05-02-24 21:15,Mumbai,Super,Grocery,Parle,Online,UPI,4,100.1225128,124.6468674,498.5874694,400.4900512,98.09741827,0.196750669,412,28,10,27,M,0
89196336,09-09-24 15:13,Bengaluru,Super,Personal Care,Tata,Omnichannel,Wallet,1,164.4858355,179.2732529,179.2732529,164.4858355,14.78741743,0.082485352,403,54,7,59,F,0
17583967,16-01-24 16:18,Hyderabad,Express,Home Care,HUL,Omnichannel,Cash,5,104.8996031,141.36729,706.8364499,524.4980154,182.3384344,0.257964108,337,77,8,56,F,0
62391760,10-04-24 1:45,Kolkata,Hyper,Personal Care,Tata,Online,Cash,4,158.8056488,169.8113642,679.2454569,635.222595,44.02286191,0.064811419,171,72,5,53,nan,0
52830071,20-09-24 7:12,Delhi,Super,Beverages,Britannia,Omnichannel,Card,3,17.30361686,19.88927257,59.66781772,51.91085059,7.756967126,0.130002528,395,79,4,60,M,1
99229267,03-07-24 16:36,Delhi,Hyper,Dairy,Nestle,Online,UPI,1,172.6588769,207.4111637,207.4111637,172.6588769,34.75228683,0.167552634,286,50,8,64,M,0
68532328,04-10-24 18:33,Chennai,Super,Snacks,PepsiCo,Online,UPI,1,168.9389444,186.1761628,186.1761628,168.9389444,17.23721832,0.092585528,176,74,10,52,M,0
44266685,27-07-24 11:37,Kolkata,Hyper,Home Care,PepsiCo,Online,Card,3,174.8566385,190.0704754,570.2114263,524.5699155,45.64151075,0.080043136,274,78,13,31,F,0
47904339,03-11-24 17:12,Ahmedabad,Super,Grocery,Amul,Offline,Wallet,1,125.6377215,173.3719776,173.3719776,125.6377215,47.73425616,0.275328555,472,71,10,19,O,1
32113320,24-07-24 8:05,Hyderabad,Express,Dairy,Tata,Online,Cash,4,137.5810383,170.0916114,680.3664456,550.3241533,130.0422923,0.191135664,298,68,4,,F,1
